@relation robots

@attribute distanciaInimigo numeric
@attribute velocidadeLateral numeric
@attribute potenciaBala {0.5,3.0}
@attribute anguloArmaAtual numeric
@attribute anguloAbsolutoInimigo numeric
@attribute anguloArmaPreditor numeric
@attribute acertou {SIM,NAO}

@data
550.0,0.41,3.0,4.64,4.63,0.01,SIM
450.0,-0.88,3.0,4.64,4.67,-0.01,SIM
200.0,-0.77,3.0,4.65,4.67,-0.02,SIM
50.0,2.4,3.0,4.97,4.84,0.03,SIM
100.0,-0.8,3.0,4.74,-1.5,-0.01,SIM
400.0,-4.94,0.5,6.1,6.28,-0.04,NAO
450.0,-7.76,3.0,5.94,6.28,-0.01,NAO
150.0,-4.01,3.0,0.04,-0.22,-0.44,NAO
150.0,1.97,3.0,6.14,-0.29,-0.02,NAO
150.0,-0.0,3.0,0.82,0.33,-0.49,NAO
500.0,7.98,3.0,0.04,0.58,0.9,NAO
250.0,4.14,3.0,0.37,0.32,0.14,SIM
150.0,-2.86,3.0,0.83,0.95,-0.01,SIM
100.0,-1.75,3.0,0.4,1.0,0.48,NAO
100.0,-3.1,3.0,0.64,0.84,-0.01,SIM
100.0,0.5,3.0,0.07,-0.04,-0.08,NAO
200.0,-2.43,3.0,5.51,-1.32,-0.66,SIM
100.0,-0.0,3.0,5.24,4.76,-0.48,NAO
300.0,-0.06,3.0,4.68,4.83,0.15,SIM
400.0,0.02,3.0,4.67,4.71,0.04,SIM
550.0,-8.0,3.0,4.69,5.05,-0.0,SIM
450.0,4.06,3.0,4.11,-2.74,-0.38,NAO
150.0,-6.41,3.0,2.02,2.5,0.19,NAO
150.0,-5.13,3.0,2.2,2.48,-0.06,NAO
50.0,5.1,3.0,2.41,2.04,-0.03,SIM
100.0,-3.06,3.0,1.74,2.03,0.09,NAO
350.0,-0.98,3.0,4.34,4.32,-0.06,SIM
400.0,-3.95,3.0,1.66,1.78,-0.06,NAO
550.0,-7.85,3.0,4.81,5.14,-0.03,NAO
400.0,1.62,3.0,5.14,5.05,-0.02,NAO
350.0,-1.92,3.0,4.96,-1.25,-0.01,SIM
450.0,1.03,3.0,5.26,5.21,-0.0,NAO
100.0,6.01,3.0,0.49,0.22,0.13,NAO
150.0,5.15,3.0,3.9,3.46,-0.1,NAO
200.0,-4.85,3.0,6.02,-0.12,-0.08,SIM
150.0,-0.0,3.0,3.95,3.97,0.02,NAO
50.0,6.5,3.0,2.57,6.21,-2.21,SIM
200.0,5.47,3.0,4.22,3.96,-0.01,SIM
200.0,5.29,3.0,4.22,3.99,0.01,NAO
200.0,5.75,3.0,4.16,3.91,0.01,NAO
100.0,5.61,3.0,1.24,1.0,0.13,SIM
150.0,-4.86,3.0,0.35,0.69,0.02,NAO
100.0,-1.65,3.0,2.63,2.87,0.13,NAO
500.0,-5.91,3.0,3.05,2.31,-1.01,NAO
150.0,0.8,3.0,4.34,4.27,-0.03,SIM
150.0,-7.43,3.0,4.71,-1.15,0.09,NAO
100.0,1.62,3.0,5.91,-0.31,0.17,SIM
100.0,0.25,3.0,4.85,4.95,0.12,NAO
150.0,-7.78,3.0,4.55,4.95,-0.12,NAO
250.0,0.06,0.5,1.7,1.69,-0.01,NAO
250.0,0.0,3.0,5.28,5.26,-0.02,NAO
250.0,-2.2,3.0,3.58,-2.56,0.04,NAO
150.0,-7.78,3.0,4.0,4.48,-0.04,NAO
450.0,-3.68,3.0,5.02,5.19,0.0,NAO
350.0,-0.43,3.0,4.97,5.0,0.01,NAO
300.0,6.52,3.0,5.62,5.33,0.01,NAO
350.0,0.0,3.0,5.24,5.24,0.0,NAO
150.0,-5.42,3.0,2.16,2.7,0.18,SIM
200.0,-3.18,0.5,1.85,1.98,-0.01,SIM
300.0,-0.59,0.5,1.82,1.87,0.02,SIM
250.0,0.32,0.5,1.76,1.73,-0.02,NAO
350.0,5.91,3.0,4.23,-2.31,0.01,NAO
200.0,7.39,3.0,4.63,4.32,0.03,NAO
150.0,1.95,3.0,4.53,4.49,0.09,NAO
100.0,0.02,3.0,3.45,3.42,-0.03,SIM
150.0,3.39,0.5,0.44,0.29,0.08,NAO
700.0,-7.88,3.0,2.03,2.36,-0.03,NAO
700.0,-5.45,3.0,1.57,1.62,-0.2,NAO
750.0,7.56,3.0,1.41,1.62,0.55,NAO
200.0,0.07,3.0,3.13,3.15,0.02,SIM
450.0,0.25,3.0,1.71,7.64,-0.34,NAO
550.0,-5.17,3.0,2.19,1.42,-1.01,NAO
700.0,0.0,3.0,1.24,7.62,0.1,NAO
650.0,-3.75,3.0,1.49,1.59,-0.07,NAO
350.0,-1.34,3.0,0.91,0.93,-0.04,NAO
450.0,-1.19,3.0,0.9,0.91,-0.04,NAO
650.0,-4.9,3.0,0.87,1.06,-0.03,SIM
700.0,4.11,3.0,2.39,1.22,-0.98,SIM
150.0,-3.5,0.5,0.12,0.44,0.09,NAO
150.0,3.95,3.0,1.09,0.98,0.07,NAO
100.0,1.99,3.0,1.43,1.32,0.02,NAO
50.0,1.85,3.0,5.59,-0.74,0.08,SIM
50.0,-0.91,3.0,3.46,3.57,0.05,SIM
100.0,-0.73,3.0,3.02,3.05,-0.02,SIM
650.0,-2.31,3.0,2.31,1.4,-1.02,NAO
700.0,-0.69,3.0,1.67,1.5,-0.2,NAO
750.0,7.9,3.0,1.92,2.06,0.5,NAO
750.0,4.0,3.0,2.24,1.8,-0.26,SIM
250.0,-7.9,3.0,1.16,1.51,-0.01,NAO
50.0,-6.89,0.5,6.19,0.18,-0.19,NAO
200.0,1.99,3.0,1.69,1.64,0.04,SIM
550.0,-2.27,3.0,1.59,1.63,-0.06,NAO
400.0,0.59,3.0,1.68,1.63,-0.02,NAO
250.0,7.61,3.0,4.73,4.4,0.02,NAO
150.0,7.8,3.0,4.83,4.49,0.01,NAO
100.0,-1.64,3.0,1.76,1.85,-0.02,SIM
450.0,6.1,3.0,4.36,4.2,0.12,NAO
500.0,1.81,3.0,1.15,1.12,0.05,NAO
500.0,7.86,3.0,1.49,1.48,0.35,SIM
450.0,-1.44,3.0,1.05,1.17,0.05,NAO
450.0,-2.68,3.0,1.03,1.11,-0.04,NAO
700.0,-0.0,3.0,1.72,1.63,-0.09,NAO
650.0,2.64,3.0,1.61,1.58,0.09,NAO
550.0,4.14,3.0,1.83,1.68,0.04,NAO
600.0,0.14,3.0,5.51,1.52,2.3,SIM
300.0,-3.63,3.0,1.27,1.38,-0.06,NAO
150.0,-6.75,3.0,1.79,2.21,0.11,NAO
150.0,1.5,3.0,4.68,4.46,-0.12,NAO
150.0,-1.99,3.0,4.81,-1.45,-0.11,SIM
100.0,6.55,3.0,0.75,0.48,0.17,NAO
50.0,4.83,3.0,5.08,-1.23,0.3,SIM
150.0,0.59,0.5,1.16,1.17,0.05,SIM
200.0,3.51,0.5,1.33,1.16,-0.01,SIM
50.0,-1.5,0.5,1.53,0.72,-0.91,NAO
50.0,-3.84,0.5,0.82,1.07,-0.01,SIM
550.0,-3.81,0.5,0.26,0.52,0.09,NAO
150.0,3.59,3.0,2.7,2.43,-0.11,NAO
150.0,-5.99,3.0,1.54,1.8,-0.14,NAO
250.0,-4.34,3.0,0.48,0.67,-0.01,NAO
300.0,-5.64,3.0,0.66,0.88,-0.04,SIM
400.0,-0.0,0.5,0.79,0.89,0.1,NAO
500.0,-0.0,0.5,0.92,0.92,0.0,NAO
500.0,1.9,3.0,1.16,0.99,-0.08,NAO
500.0,-7.97,0.5,0.45,0.77,-0.04,NAO
500.0,-0.99,0.5,0.76,0.59,-0.22,NAO
450.0,-2.75,3.0,1.05,1.12,-0.05,NAO
300.0,1.56,3.0,1.69,1.34,-0.28,NAO
200.0,5.3,3.0,1.74,1.53,0.03,SIM
100.0,5.53,3.0,2.24,1.86,-0.01,NAO
450.0,6.77,3.0,1.86,2.77,1.22,SIM
400.0,-5.43,3.0,2.57,2.68,-0.14,NAO
200.0,-7.42,3.0,1.9,2.2,-0.04,NAO
150.0,4.32,3.0,2.58,2.34,-0.04,NAO
100.0,-0.88,3.0,1.4,1.46,0.0,SIM
600.0,0.02,3.0,2.04,1.08,-0.96,NAO
150.0,2.06,3.0,1.33,1.31,0.07,SIM
50.0,-1.18,3.0,2.09,2.2,0.03,SIM
650.0,1.11,3.0,1.05,1.13,0.13,NAO
250.0,0.4,3.0,1.46,1.44,-0.0,NAO
550.0,-7.96,3.0,1.07,1.43,-0.0,NAO
650.0,-1.58,3.0,0.84,0.93,0.02,NAO
500.0,-1.07,3.0,1.16,1.16,-0.05,NAO
100.0,0.92,3.0,5.68,-0.54,0.12,NAO
200.0,6.4,3.0,0.42,0.13,0.0,NAO
200.0,-7.2,3.0,5.74,-0.22,-0.0,SIM
500.0,0.88,3.0,0.08,-1.22,-1.26,SIM
600.0,-7.03,3.0,4.82,-1.16,-0.02,SIM
650.0,-6.62,3.0,4.79,5.1,0.01,NAO
100.0,-7.99,3.0,5.0,-0.89,-0.14,NAO
200.0,-1.25,3.0,4.51,4.61,0.04,NAO
250.0,-3.74,3.0,0.76,0.98,0.05,NAO
350.0,1.25,3.0,0.93,0.79,-0.08,NAO
300.0,1.23,3.0,0.37,0.32,0.01,NAO
300.0,0.0,3.0,0.09,0.09,0.0,SIM
100.0,-0.78,3.0,0.0,0.05,-0.0,NAO
150.0,-0.98,3.0,0.24,0.19,-0.09,NAO
200.0,-1.65,3.0,4.95,-0.33,0.93,NAO
550.0,4.57,3.0,1.51,1.27,-0.03,NAO
500.0,-0.27,3.0,4.82,5.29,0.46,NAO
350.0,0.12,3.0,4.7,4.6,-0.09,NAO
350.0,5.72,3.0,5.03,4.77,-0.0,SIM
350.0,2.93,3.0,4.83,4.74,0.04,NAO
300.0,-3.82,3.0,4.65,4.69,-0.13,NAO
350.0,6.62,3.0,5.1,4.8,0.0,NAO
500.0,7.96,3.0,1.55,1.21,0.02,NAO
400.0,0.36,3.0,5.35,7.16,1.83,NAO
200.0,-2.0,3.0,1.65,1.81,0.07,NAO
250.0,-1.44,3.0,5.51,5.64,0.06,NAO
150.0,1.99,3.0,2.54,2.27,-0.14,NAO
500.0,-4.92,3.0,1.67,1.9,0.01,NAO
300.0,0.64,3.0,1.86,1.86,0.03,NAO
300.0,-6.34,3.0,5.88,-0.17,-0.05,NAO
200.0,-4.12,3.0,1.18,1.34,-0.03,NAO
250.0,-4.71,3.0,0.32,0.49,-0.04,NAO
50.0,0.0,3.0,2.56,2.4,-0.16,SIM
50.0,-5.35,3.0,2.18,2.56,0.02,SIM
650.0,-7.97,3.0,1.24,1.6,-0.0,NAO
700.0,2.38,3.0,1.89,1.69,-0.09,NAO
450.0,0.0,3.0,3.14,3.14,0.0,NAO
700.0,-4.77,3.0,3.15,2.14,-1.23,NAO
100.0,2.24,3.0,3.18,3.03,-0.0,NAO
300.0,-1.41,3.0,3.06,3.13,0.01,SIM
300.0,0.66,3.0,4.66,4.63,-0.0,SIM
200.0,2.28,3.0,4.69,4.64,0.05,SIM
300.0,0.66,3.0,4.66,4.63,-0.0,SIM
100.0,-1.77,3.0,4.26,4.35,-0.03,SIM
150.0,-0.0,3.0,4.78,4.69,-0.09,SIM
550.0,-3.12,3.0,1.55,1.64,-0.05,NAO
50.0,2.06,3.0,5.72,-0.6,0.1,NAO
150.0,-5.79,0.5,4.0,4.37,-0.02,NAO
350.0,4.32,3.0,5.48,-1.0,-0.0,NAO
200.0,-7.97,3.0,4.71,4.98,-0.09,NAO
350.0,-1.12,3.0,0.2,0.28,0.03,NAO
150.0,5.72,3.0,0.67,0.42,0.01,SIM
400.0,2.85,3.0,0.69,-0.77,-1.33,NAO
450.0,3.78,3.0,5.55,-0.89,0.02,NAO
150.0,-5.43,3.0,1.36,1.63,0.02,SIM
150.0,-3.91,3.0,1.0,1.12,-0.06,NAO
300.0,-3.73,3.0,0.48,0.64,-0.01,NAO
350.0,-5.02,3.0,0.2,0.41,-0.02,NAO
200.0,0.58,3.0,4.6,4.54,-0.03,SIM
150.0,2.83,3.0,0.41,0.28,-0.0,SIM
100.0,2.78,3.0,1.16,0.82,-0.15,NAO
150.0,1.0,3.0,5.76,-0.47,0.12,NAO
150.0,-0.99,3.0,5.96,5.98,-0.02,NAO
200.0,7.85,3.0,3.16,2.95,0.15,NAO
300.0,-0.57,3.0,2.48,2.49,-0.02,NAO
400.0,-0.34,3.0,2.17,2.2,0.01,NAO
350.0,2.13,3.0,0.56,0.49,0.03,NAO
150.0,-2.46,3.0,6.19,0.01,-0.06,NAO
150.0,2.13,3.0,0.72,0.53,-0.09,NAO
100.0,7.71,3.0,6.15,-0.39,0.26,NAO
150.0,0.0,3.0,4.71,4.73,0.02,NAO
100.0,-1.53,3.0,0.93,6.5,-0.82,NAO
100.0,7.77,3.0,2.21,1.81,0.12,SIM
150.0,-0.11,3.0,0.58,0.66,0.07,SIM
100.0,1.34,3.0,5.8,-0.47,0.1,SIM
150.0,7.55,3.0,6.28,-0.28,0.07,NAO
100.0,0.66,0.5,1.73,1.65,-0.04,NAO
150.0,7.91,3.0,0.26,-0.08,0.02,NAO
150.0,7.8,3.0,0.46,0.11,0.0,NAO
150.0,7.13,3.0,0.76,0.45,0.01,SIM
200.0,0.11,3.0,4.02,3.98,-0.03,NAO
100.0,6.36,3.0,4.83,4.47,0.06,SIM
150.0,0.0,3.0,1.79,1.85,0.06,NAO
150.0,-0.95,3.0,2.6,2.61,-0.05,NAO
650.0,-0.0,3.0,4.91,-1.38,-0.01,NAO
150.0,-0.0,3.0,0.43,0.3,-0.13,NAO
150.0,-3.69,3.0,2.79,2.12,-0.92,NAO
100.0,2.65,3.0,5.37,-1.13,-0.04,NAO
200.0,-6.11,0.5,2.24,2.48,-0.04,NAO
150.0,7.77,3.0,3.78,3.28,-0.15,NAO
200.0,-5.69,0.5,2.41,2.58,-0.09,NAO
200.0,2.76,3.0,3.42,3.37,0.08,NAO
150.0,-6.94,3.0,2.79,3.14,-0.11,NAO
400.0,3.76,3.0,3.91,3.64,-0.1,NAO
300.0,-7.99,3.0,3.04,3.37,-0.03,NAO
300.0,-5.18,3.0,0.38,0.55,-0.07,NAO
500.0,-7.6,3.0,3.63,3.94,-0.04,SIM
450.0,-1.77,3.0,0.45,0.53,-0.0,SIM
250.0,-6.3,3.0,0.26,0.53,-0.02,NAO
400.0,-0.19,3.0,0.56,0.57,0.0,NAO
450.0,-7.58,3.0,0.21,6.79,-0.05,NAO
150.0,-5.42,3.0,1.46,1.8,-0.02,SIM
50.0,0.12,3.0,4.15,4.03,-0.11,SIM
100.0,0.24,3.0,0.88,0.78,-0.08,NAO
150.0,0.4,3.0,1.58,1.59,0.04,SIM
450.0,-6.99,3.0,5.38,5.67,-0.03,SIM
50.0,-7.68,3.0,4.07,4.44,-0.14,SIM
450.0,-0.0,3.0,3.86,3.76,-0.1,NAO
250.0,-0.55,3.0,0.71,-0.01,-0.75,NAO
200.0,7.88,3.0,0.18,-0.17,0.01,SIM
50.0,-1.98,3.0,5.9,-0.25,0.0,SIM
100.0,3.84,3.0,0.57,0.31,-0.0,NAO
400.0,-0.0,3.0,6.03,-0.28,-0.03,SIM
250.0,-1.69,3.0,5.89,6.07,0.1,SIM
350.0,-0.0,3.0,6.05,6.07,0.02,SIM
100.0,-2.84,3.0,5.28,5.57,0.1,NAO
500.0,6.04,3.0,3.95,3.73,0.05,NAO
50.0,-0.0,3.0,1.94,1.93,-0.01,SIM
50.0,1.0,3.0,1.61,1.8,0.26,SIM
150.0,-2.52,3.0,0.98,1.1,-0.05,NAO
250.0,-0.0,3.0,1.1,1.13,0.03,SIM
400.0,-5.77,3.0,0.81,1.09,0.02,NAO
550.0,-7.96,3.0,0.08,1.11,0.67,NAO
150.0,-6.88,3.0,4.22,-1.82,-0.07,NAO
200.0,5.9,3.0,4.77,4.58,0.08,NAO
250.0,-1.87,3.0,4.39,4.44,-0.03,NAO
400.0,-1.27,3.0,4.37,4.4,-0.03,SIM
400.0,0.0,3.0,4.01,4.07,0.06,SIM
450.0,-1.97,3.0,3.87,3.94,-0.02,SIM
250.0,3.96,3.0,0.06,3.78,-2.38,NAO
150.0,-0.05,3.0,5.97,-0.21,0.1,SIM
150.0,-3.52,3.0,4.05,4.21,-0.07,NAO
350.0,0.07,3.0,1.62,1.62,0.0,SIM
50.0,4.31,3.0,1.66,1.61,0.24,NAO
150.0,0.83,3.0,1.73,1.71,0.04,SIM
250.0,0.71,3.0,1.72,1.69,0.0,SIM
200.0,0.58,3.0,1.23,1.17,-0.03,NAO
150.0,-6.0,3.0,1.62,1.83,-0.19,NAO
50.0,2.6,3.0,4.31,4.04,-0.1,SIM
150.0,1.89,3.0,0.4,0.33,0.02,NAO
150.0,-1.66,3.0,3.86,3.91,-0.03,NAO
200.0,0.05,3.0,3.45,3.52,0.07,SIM
50.0,3.16,3.0,4.89,4.9,0.22,SIM
100.0,-5.61,3.0,3.03,3.4,-0.0,SIM
150.0,-6.16,3.0,4.26,4.53,-0.14,NAO
250.0,2.42,3.0,5.09,-1.37,-0.07,NAO
350.0,6.24,3.0,5.14,5.22,0.36,NAO
150.0,-2.04,3.0,4.95,4.68,-0.36,SIM
200.0,-3.02,3.0,4.13,4.27,0.0,NAO
100.0,-5.57,3.0,5.94,0.04,0.01,SIM
150.0,4.11,3.0,4.49,4.12,-0.1,NAO
600.0,7.91,0.5,1.45,1.09,-0.0,NAO
350.0,5.96,3.0,3.25,3.0,0.02,NAO
500.0,-4.04,3.0,3.21,3.3,-0.09,NAO
500.0,0.35,3.0,3.29,3.23,-0.04,NAO
300.0,-1.53,3.0,3.18,3.21,-0.04,NAO
250.0,-4.84,3.0,2.89,3.11,-0.0,SIM
100.0,0.99,3.0,3.35,3.3,0.02,SIM
250.0,-0.0,3.0,3.74,5.58,1.84,NAO
150.0,-2.13,3.0,5.84,5.92,-0.06,SIM
50.0,0.72,3.0,6.25,0.08,0.16,SIM
500.0,1.78,3.0,0.05,0.87,0.9,NAO
600.0,7.57,3.0,1.38,1.05,0.01,NAO
500.0,-0.0,0.5,3.93,3.93,0.0,NAO
250.0,-0.94,3.0,6.23,6.26,-0.01,SIM
350.0,0.43,3.0,0.05,0.02,-0.01,NAO
300.0,-0.98,3.0,0.3,0.32,-0.02,NAO
200.0,-4.79,3.0,0.9,1.05,-0.07,NAO
150.0,0.78,3.0,0.66,0.63,0.02,NAO
150.0,-7.31,3.0,0.84,1.3,-0.03,NAO
50.0,1.07,3.0,0.59,0.65,0.13,SIM
150.0,0.49,3.0,0.03,-0.02,-0.02,SIM
150.0,6.15,3.0,2.57,2.19,0.03,SIM
150.0,-6.6,3.0,2.01,2.28,-0.17,SIM
150.0,3.76,3.0,2.37,2.24,0.12,SIM
100.0,-0.0,3.0,1.38,1.32,-0.06,NAO
150.0,3.61,3.0,2.1,1.85,-0.09,NAO
100.0,2.9,3.0,0.63,0.62,0.18,NAO
100.0,-0.94,3.0,5.69,0.35,0.88,NAO
150.0,-2.72,3.0,2.02,2.05,-0.09,NAO
400.0,-5.73,0.5,6.25,3.94,-2.57,SIM
200.0,-4.62,0.5,0.74,0.89,-0.06,SIM
200.0,0.44,0.5,0.47,0.44,-0.01,SIM
200.0,-4.29,3.0,2.06,2.26,0.0,NAO
150.0,-5.42,3.0,2.05,2.24,-0.06,NAO
150.0,-0.0,3.0,1.89,1.95,0.06,NAO
100.0,-5.86,3.0,3.72,4.09,-0.02,NAO
150.0,2.0,0.5,3.37,3.33,0.09,NAO
300.0,0.0,3.0,3.86,3.84,-0.02,NAO
150.0,-1.29,3.0,3.5,3.51,-0.05,NAO
200.0,1.16,3.0,3.99,3.93,-0.01,NAO
200.0,-3.07,3.0,0.26,0.39,-0.01,NAO
150.0,0.44,3.0,1.47,1.17,-0.27,NAO
250.0,0.0,3.0,4.22,-2.08,-0.02,SIM
150.0,3.64,3.0,5.14,4.24,-0.66,NAO
150.0,-5.25,3.0,3.04,3.27,-0.01,NAO
100.0,7.59,3.0,2.98,2.82,0.35,NAO
150.0,-7.93,3.0,2.52,3.01,-0.04,NAO
250.0,-4.01,3.0,2.04,2.18,-0.04,SIM
150.0,3.35,3.0,3.58,3.44,0.08,NAO
150.0,4.53,3.0,3.87,3.58,-0.08,NAO
250.0,0.7,3.0,1.47,1.41,-0.03,SIM
200.0,1.38,3.0,1.49,1.4,-0.03,NAO
450.0,-0.0,3.0,2.14,2.13,-0.01,NAO
300.0,-0.0,3.0,2.19,1.55,-0.64,NAO
200.0,-7.53,3.0,1.8,2.4,0.26,SIM
150.0,-5.45,3.0,1.66,2.13,0.11,NAO
250.0,0.69,3.0,1.48,2.91,1.46,NAO
350.0,4.04,3.0,2.16,2.02,0.04,SIM
150.0,0.82,0.5,4.25,4.19,-0.02,NAO
150.0,-0.02,0.5,4.23,4.19,-0.04,NAO
150.0,-2.7,3.0,4.03,4.13,-0.02,NAO
150.0,0.29,0.5,4.23,4.22,0.0,SIM
250.0,4.69,0.5,4.55,4.37,0.03,SIM
150.0,7.99,3.0,1.92,1.47,0.08,NAO
150.0,7.99,3.0,1.28,0.79,0.04,SIM
150.0,5.42,3.0,1.57,1.3,0.09,NAO
150.0,1.87,3.0,2.08,1.88,-0.12,NAO
200.0,-3.16,3.0,0.41,0.58,0.03,NAO
200.0,5.26,3.0,0.9,0.65,-0.01,NAO
200.0,3.2,3.0,0.75,0.61,0.01,NAO
50.0,-7.15,3.0,1.93,2.41,0.0,SIM
50.0,3.95,3.0,3.02,2.78,0.02,NAO
150.0,5.83,3.0,2.96,2.74,0.05,NAO
350.0,6.13,3.0,3.65,3.38,0.01,NAO
150.0,6.66,3.0,2.79,2.51,0.02,NAO
150.0,7.85,3.0,2.9,2.56,0.02,SIM
150.0,1.73,3.0,2.81,2.57,-0.12,NAO
100.0,-7.85,3.0,1.77,2.3,0.01,SIM
400.0,-5.75,3.0,3.06,3.38,0.06,NAO
250.0,-2.2,3.0,3.26,3.32,-0.04,NAO
100.0,-5.62,3.0,2.75,3.06,-0.06,SIM
500.0,2.32,3.0,4.44,4.36,0.03,SIM
50.0,-0.02,3.0,4.82,4.73,-0.09,SIM
150.0,1.53,3.0,4.69,4.52,-0.1,SIM
150.0,-0.21,3.0,4.66,4.66,-0.01,SIM
200.0,0.82,3.0,4.65,4.61,-0.0,NAO
150.0,-6.88,0.5,1.19,1.71,0.06,NAO
150.0,0.31,3.0,3.14,3.13,0.01,SIM
150.0,-5.85,3.0,3.0,3.22,-0.05,NAO
150.0,-0.24,3.0,3.68,3.65,-0.04,NAO
250.0,-0.5,3.0,3.77,3.77,-0.02,NAO
150.0,-7.84,3.0,2.79,3.34,0.03,SIM
200.0,-1.4,3.0,2.2,3.5,1.24,SIM
350.0,1.34,3.0,2.7,2.69,0.05,NAO
450.0,5.86,3.0,2.56,2.32,0.03,SIM
400.0,7.89,3.0,2.06,1.74,0.04,NAO
350.0,6.2,3.0,1.29,7.37,0.08,NAO
250.0,7.92,3.0,3.05,3.44,0.75,NAO
100.0,-1.53,3.0,2.99,3.21,0.12,NAO
150.0,-6.76,0.5,1.25,1.68,-0.02,NAO
150.0,-3.63,3.0,1.62,1.91,0.05,NAO
250.0,-7.14,0.5,1.93,1.14,-1.11,NAO
200.0,-2.07,3.0,1.76,1.86,0.01,NAO
50.0,-1.29,0.5,1.69,1.72,-0.06,SIM
300.0,-6.74,3.0,2.46,2.7,-0.07,SIM
250.0,0.0,3.0,2.21,2.22,0.01,NAO
150.0,-0.03,0.5,5.95,-0.31,0.02,NAO
150.0,-0.62,0.5,6.2,-0.11,-0.07,SIM
150.0,-1.33,0.5,6.13,-0.07,-0.01,SIM
150.0,1.99,0.5,5.92,5.91,0.08,NAO
200.0,-2.36,3.0,5.69,5.82,0.02,NAO
150.0,-1.24,0.5,5.92,-0.32,-0.04,NAO
350.0,0.0,3.0,1.6,1.58,-0.02,NAO
200.0,7.94,3.0,2.04,1.7,0.02,NAO
250.0,0.37,3.0,4.66,4.65,0.01,SIM
550.0,1.12,3.0,1.56,1.55,0.04,NAO
550.0,3.09,3.0,1.68,1.58,0.04,NAO
250.0,-5.14,3.0,6.13,0.04,-0.04,NAO
200.0,-5.11,3.0,5.63,5.86,-0.0,SIM
150.0,-3.3,3.0,1.3,1.36,-0.09,NAO
200.0,-1.27,3.0,0.62,0.63,-0.05,NAO
750.0,7.75,3.0,0.98,1.09,0.46,NAO
650.0,4.89,3.0,1.03,0.96,0.15,NAO
750.0,7.91,3.0,1.58,1.24,0.02,NAO
650.0,-7.94,3.0,0.81,0.93,-0.24,NAO
150.0,-0.06,3.0,4.66,4.65,-0.01,SIM
800.0,-7.73,3.0,1.01,1.36,-0.0,NAO
50.0,7.79,3.0,0.06,-0.23,0.23,NAO
750.0,2.89,3.0,1.34,1.26,0.05,SIM
800.0,-2.11,3.0,1.15,1.22,-0.03,NAO
250.0,-0.3,3.0,4.74,4.75,-0.0,SIM
600.0,2.4,3.0,1.43,1.31,-0.01,NAO
150.0,-0.0,3.0,4.86,4.76,-0.1,SIM
750.0,7.97,3.0,1.83,1.59,0.12,NAO
250.0,-0.3,3.0,4.74,4.75,-0.0,SIM
800.0,7.37,3.0,1.44,1.12,0.02,NAO
250.0,-0.3,3.0,4.74,4.75,-0.0,SIM
450.0,7.64,3.0,0.65,0.77,0.47,NAO
750.0,-8.0,0.5,0.98,1.33,-0.01,NAO
400.0,6.76,3.0,0.8,0.57,0.08,NAO
150.0,-3.34,3.0,6.25,0.07,-0.12,SIM
100.0,1.12,3.0,0.41,0.27,-0.07,NAO
500.0,3.04,3.0,5.31,-1.09,0.02,SIM
150.0,-3.73,3.0,0.1,0.1,-0.25,NAO
200.0,1.04,3.0,0.51,0.36,-0.1,NAO
200.0,5.38,3.0,0.81,0.46,-0.11,SIM
100.0,-6.46,3.0,0.27,0.63,-0.07,SIM
250.0,-4.09,3.0,0.7,0.82,-0.07,NAO
400.0,-3.84,3.0,0.63,7.16,0.07,NAO
550.0,7.67,0.5,1.8,1.46,0.01,NAO
500.0,-3.94,0.5,1.27,1.52,0.07,NAO
700.0,3.97,0.5,1.44,1.36,0.1,NAO
600.0,-3.82,0.5,1.34,1.4,-0.11,NAO
750.0,0.99,0.5,1.53,1.39,-0.1,NAO
450.0,-5.36,3.0,4.55,4.73,-0.06,NAO
350.0,1.54,3.0,4.59,4.55,0.03,NAO
300.0,4.52,0.5,4.82,4.64,0.03,NAO
300.0,-0.76,0.5,4.62,4.63,-0.02,NAO
550.0,-7.66,3.0,4.54,2.05,-2.84,NAO
650.0,-7.9,0.5,1.48,8.11,-0.01,NAO
600.0,0.98,0.5,1.74,1.74,0.04,NAO
550.0,2.89,0.5,1.88,8.07,0.04,SIM
300.0,4.46,3.0,5.5,-1.01,-0.02,SIM
250.0,-0.4,3.0,5.13,5.12,-0.03,NAO
100.0,5.96,3.0,5.88,-0.73,0.07,SIM
350.0,-7.99,3.0,4.24,-1.72,-0.04,NAO
450.0,-0.73,3.0,4.49,-1.8,-0.04,NAO
400.0,5.32,3.0,4.72,4.54,0.06,SIM
450.0,5.52,3.0,5.18,4.85,-0.08,NAO
550.0,0.03,3.0,4.74,4.79,0.05,SIM
150.0,-5.47,0.5,0.0,0.21,-0.04,NAO
50.0,-0.01,3.0,1.7,1.57,-0.13,SIM
100.0,4.95,3.0,2.52,2.36,0.17,NAO
200.0,1.2,3.0,1.49,1.42,-0.02,SIM
100.0,-0.55,3.0,1.57,1.64,0.03,SIM
100.0,0.18,3.0,1.57,1.66,0.1,SIM
150.0,-0.0,3.0,1.34,1.34,0.0,SIM
100.0,7.7,3.0,6.23,-0.55,0.02,SIM
100.0,-0.59,3.0,1.22,1.17,-0.09,SIM
150.0,4.25,3.0,3.23,3.06,0.02,NAO
50.0,-6.52,3.0,1.2,1.58,-0.05,SIM
100.0,-3.45,3.0,2.9,3.08,-0.05,NAO
