@relation robots

@attribute distanciaInimigo numeric
@attribute velocidadeLateral numeric
@attribute potenciaBala {0.5,3.0}
@attribute anguloArmaAtual numeric
@attribute anguloAbsolutoInimigo numeric
@attribute anguloArmaPreditor numeric
@attribute acertou {SIM,NAO}

@data
150.0,0.91,3.0,2.78,2.79,0.07,SIM
150.0,-5.38,3.0,2.83,3.02,-0.05,NAO
250.0,3.99,3.0,2.57,1.47,-0.92,NAO
150.0,-1.85,3.0,1.71,1.91,0.08,NAO
400.0,0.02,3.0,1.63,1.69,0.06,NAO
500.0,-7.97,3.0,1.47,0.81,-1.02,NAO
200.0,7.9,3.0,2.34,2.15,0.17,NAO
250.0,-7.99,3.0,1.33,1.68,-0.01,NAO
100.0,6.79,3.0,0.49,0.29,0.25,NAO
100.0,2.39,3.0,5.06,-1.25,0.13,SIM
200.0,1.75,3.0,1.37,1.35,0.06,SIM
200.0,1.83,3.0,1.42,1.34,0.0,SIM
150.0,-7.96,3.0,5.91,-0.1,-0.09,NAO
150.0,-0.0,3.0,4.52,4.51,-0.01,SIM
200.0,-2.35,3.0,4.93,5.01,-0.03,SIM
150.0,-0.62,3.0,3.09,3.13,0.01,SIM
150.0,0.46,0.5,1.24,1.25,0.03,NAO
150.0,-2.25,3.0,3.29,3.38,-0.06,NAO
200.0,-0.4,3.0,2.92,2.9,-0.04,NAO
200.0,5.25,3.0,3.08,2.86,0.02,NAO
300.0,-3.52,3.0,2.62,2.77,-0.01,NAO
400.0,-3.0,3.0,1.3,1.38,-0.06,NAO
250.0,-5.04,0.5,0.85,1.14,0.06,NAO
650.0,0.98,3.0,1.47,1.38,-0.05,NAO
500.0,0.0,3.0,1.38,1.38,0.0,NAO
150.0,6.08,3.0,5.64,-0.86,0.19,NAO
100.0,-3.6,3.0,5.58,-0.3,0.16,NAO
300.0,4.41,3.0,5.54,5.46,0.12,NAO
150.0,-7.75,3.0,5.15,5.42,-0.08,SIM
500.0,6.89,3.0,5.64,5.34,0.01,NAO
450.0,-0.74,3.0,5.43,5.43,-0.03,NAO
550.0,-1.56,3.0,6.03,5.07,-1.03,NAO
100.0,3.06,3.0,0.98,0.97,0.19,SIM
150.0,0.06,3.0,0.31,0.31,0.0,SIM
150.0,-2.26,3.0,0.78,0.83,-0.05,SIM
250.0,6.62,3.0,1.49,1.2,0.01,NAO
400.0,6.53,3.0,1.46,1.16,-0.0,NAO
550.0,-3.8,3.0,0.99,1.12,-0.04,NAO
650.0,7.95,3.0,1.48,1.13,0.01,NAO
800.0,-1.98,3.0,1.02,1.06,-0.05,NAO
750.0,-3.63,3.0,0.81,1.05,0.07,NAO
550.0,-5.32,3.0,0.82,1.06,-0.0,NAO
350.0,-3.48,3.0,0.87,1.02,-0.01,NAO
250.0,-4.92,3.0,1.32,1.5,-0.04,NAO
150.0,-8.0,3.0,2.28,2.68,-0.13,NAO
150.0,7.92,3.0,3.63,3.12,0.02,NAO
200.0,7.75,3.0,3.28,2.94,0.01,NAO
150.0,1.06,3.0,5.36,5.23,-0.08,NAO
100.0,2.22,3.0,5.11,-1.29,0.03,SIM
500.0,7.79,3.0,5.08,4.74,0.01,NAO
350.0,-8.0,3.0,3.87,-2.13,-0.08,NAO
350.0,1.98,3.0,5.2,5.12,0.01,SIM
100.0,-7.84,3.0,4.13,4.74,0.09,NAO
350.0,-0.0,3.0,3.89,-2.38,0.01,NAO
150.0,2.42,3.0,5.48,-0.99,-0.03,NAO
350.0,6.82,3.0,4.57,4.34,0.08,NAO
500.0,-2.35,3.0,4.9,5.01,0.0,NAO
100.0,-1.68,3.0,5.04,5.26,0.11,NAO
250.0,-0.5,3.0,5.46,4.41,-1.07,NAO
350.0,-1.5,3.0,4.79,-1.56,-0.13,NAO
350.0,0.08,3.0,5.18,5.12,-0.06,NAO
400.0,-4.02,3.0,4.48,4.85,0.19,NAO
100.0,-5.4,3.0,3.93,4.13,-0.16,SIM
50.0,-0.76,3.0,5.02,5.05,-0.02,SIM
250.0,-0.08,3.0,4.41,4.41,-0.0,SIM
200.0,3.85,3.0,4.58,4.43,0.02,NAO
450.0,-5.78,3.0,5.51,-0.43,0.08,NAO
350.0,5.83,3.0,6.07,-0.42,0.06,NAO
100.0,2.52,3.0,4.0,3.83,-0.0,NAO
350.0,-2.99,3.0,5.91,6.0,-0.05,SIM
150.0,3.03,0.5,6.07,-0.32,0.03,SIM
100.0,-5.24,0.5,4.99,-0.84,0.1,NAO
250.0,-0.0,3.0,5.58,5.72,0.14,SIM
250.0,-0.44,3.0,5.75,-0.51,0.0,NAO
200.0,-1.91,0.5,5.64,-0.63,-0.07,SIM
150.0,-0.0,3.0,0.55,0.55,0.0,SIM
200.0,6.33,0.5,2.59,2.31,0.01,NAO
100.0,-1.85,3.0,0.21,0.36,0.03,SIM
100.0,-1.96,3.0,2.03,2.14,-0.02,NAO
150.0,0.0,3.0,2.62,2.63,0.01,SIM
300.0,4.9,3.0,6.1,6.13,0.25,NAO
250.0,-0.99,3.0,0.41,6.68,-0.06,NAO
300.0,-3.67,3.0,6.1,0.04,0.06,NAO
200.0,7.96,3.0,0.47,0.13,0.02,NAO
150.0,-3.63,3.0,5.92,-0.25,-0.05,SIM
500.0,-7.13,3.0,0.07,1.53,1.14,NAO
450.0,2.78,3.0,1.61,1.52,0.04,NAO
350.0,-6.97,3.0,1.09,1.4,-0.01,NAO
250.0,-7.53,3.0,1.11,1.39,-0.06,NAO
150.0,-1.7,3.0,1.16,1.34,0.1,NAO
150.0,6.24,0.5,1.94,1.73,0.07,NAO
150.0,5.28,0.5,2.15,1.83,-0.08,SIM
200.0,5.82,0.5,2.5,2.25,0.01,NAO
150.0,7.33,0.5,2.12,1.84,0.05,SIM
150.0,7.61,3.0,2.81,2.47,0.01,SIM
150.0,6.49,3.0,2.28,2.05,0.07,NAO
250.0,7.79,3.0,2.38,2.05,0.02,NAO
150.0,6.35,3.0,3.9,3.62,0.01,NAO
100.0,5.99,3.0,3.04,2.63,-0.01,NAO
150.0,-0.0,3.0,2.21,2.18,-0.03,NAO
150.0,6.0,3.0,2.81,2.49,0.08,NAO
100.0,-0.0,3.0,0.3,6.55,-0.03,SIM
150.0,1.94,3.0,3.7,3.64,0.07,SIM
150.0,6.54,3.0,4.03,3.73,-0.0,SIM
150.0,6.65,3.0,3.95,3.65,0.0,NAO
350.0,4.96,3.0,2.38,2.29,0.14,NAO
300.0,5.58,3.0,1.99,1.95,0.21,NAO
100.0,-0.79,3.0,1.65,1.6,-0.1,NAO
800.0,0.37,3.0,1.94,2.11,0.19,NAO
150.0,5.23,3.0,4.24,4.0,-0.0,NAO
100.0,7.6,3.0,3.89,3.46,0.08,NAO
150.0,4.79,3.0,4.29,4.07,-0.0,SIM
150.0,4.98,3.0,4.27,4.04,-0.0,NAO
150.0,-0.3,3.0,3.77,3.72,-0.06,NAO
150.0,-0.0,3.0,4.11,4.05,-0.06,SIM
200.0,-5.09,3.0,2.06,2.26,-0.03,NAO
150.0,-8.0,3.0,2.62,3.12,-0.03,NAO
350.0,-0.68,3.0,2.3,2.32,-0.01,NAO
300.0,-4.18,3.0,1.93,2.12,0.0,NAO
400.0,-4.51,3.0,3.1,1.28,-2.03,NAO
700.0,0.28,3.0,2.08,1.98,-0.09,NAO
100.0,-3.31,3.0,0.96,1.19,0.01,SIM
200.0,-3.66,3.0,0.99,1.16,0.0,SIM
450.0,-1.99,0.5,4.28,4.47,0.1,NAO
150.0,-3.14,3.0,4.51,4.67,-0.05,SIM
100.0,-0.0,3.0,0.25,0.09,-0.16,SIM
350.0,-0.97,3.0,5.44,5.53,0.05,SIM
200.0,-6.9,3.0,1.35,-1.04,-2.7,SIM
350.0,-2.92,3.0,5.98,-0.23,-0.06,NAO
150.0,0.04,3.0,0.45,0.41,-0.04,NAO
450.0,-7.93,3.0,4.84,-1.12,-0.04,NAO
550.0,0.0,3.0,1.13,1.15,0.02,NAO
150.0,6.12,3.0,1.01,0.7,0.1,SIM
150.0,2.93,3.0,1.24,1.06,-0.05,NAO
250.0,-7.94,3.0,0.5,0.18,-0.68,SIM
150.0,6.92,3.0,1.52,1.32,0.26,SIM
700.0,-2.18,3.0,1.24,1.16,-0.18,NAO
550.0,-2.93,0.5,4.51,4.6,-0.04,NAO
650.0,7.4,0.5,3.41,4.61,1.54,NAO
100.0,0.38,3.0,2.4,2.48,0.11,SIM
100.0,5.31,3.0,1.23,1.0,0.12,SIM
150.0,-6.0,3.0,1.22,1.36,-0.26,SIM
150.0,6.55,3.0,1.83,1.61,0.08,SIM
250.0,-0.52,3.0,1.41,1.42,-0.01,NAO
300.0,-7.55,3.0,0.97,1.31,-0.0,NAO
500.0,-7.85,0.5,4.13,4.48,-0.01,NAO
100.0,-3.32,0.5,1.44,1.77,0.11,NAO
150.0,3.63,3.0,1.11,1.1,0.16,NAO
50.0,1.45,3.0,1.28,1.2,0.02,NAO
150.0,2.92,3.0,3.04,2.83,-0.08,NAO
150.0,-4.98,3.0,2.48,2.7,-0.11,SIM
150.0,-2.65,3.0,3.64,3.66,-0.1,NAO
100.0,0.0,3.0,3.12,3.22,0.1,NAO
150.0,1.21,3.0,3.24,3.16,0.0,SIM
150.0,-2.57,0.5,5.06,5.13,-0.05,NAO
450.0,1.88,3.0,4.46,4.28,-0.09,NAO
300.0,-7.93,3.0,3.55,3.88,-0.03,NAO
200.0,1.46,3.0,3.69,3.67,0.05,NAO
150.0,7.74,3.0,4.47,4.0,0.05,NAO
650.0,1.64,3.0,6.15,-1.15,-0.94,NAO
550.0,-3.62,3.0,5.39,-0.77,-0.04,NAO
500.0,-7.6,3.0,4.86,5.18,-0.03,NAO
500.0,3.97,3.0,5.34,4.28,-0.88,NAO
450.0,-0.97,3.0,5.95,6.52,0.53,SIM
50.0,0.27,3.0,4.57,4.49,-0.06,SIM
50.0,0.46,3.0,4.65,4.57,-0.05,NAO
150.0,2.62,3.0,4.47,4.34,-0.01,NAO
150.0,-1.83,3.0,4.17,4.23,-0.06,NAO
100.0,-6.04,3.0,3.73,4.18,0.05,SIM
50.0,0.0,3.0,5.25,-1.0,0.03,SIM
450.0,-5.41,3.0,4.56,5.88,1.07,NAO
450.0,-3.04,0.5,5.07,5.23,0.02,NAO
650.0,2.62,3.0,5.39,5.25,-0.02,NAO
150.0,-3.47,0.5,5.01,5.11,-0.06,NAO
250.0,4.1,0.5,5.39,5.25,0.05,NAO
450.0,1.6,3.0,4.93,4.86,0.0,NAO
300.0,6.12,3.0,5.22,4.97,0.03,NAO
850.0,0.94,3.0,5.08,5.22,0.18,NAO
650.0,5.58,3.0,5.29,5.06,0.02,NAO
300.0,-7.95,0.5,3.62,3.96,-0.02,NAO
200.0,3.87,3.0,2.22,2.09,0.05,NAO
350.0,5.08,3.0,2.29,2.12,0.06,SIM
500.0,-0.99,3.0,2.07,2.08,-0.03,NAO
750.0,2.42,3.0,2.2,2.11,0.02,SIM
300.0,-4.54,3.0,5.8,-0.34,-0.06,NAO
250.0,-7.9,3.0,0.18,0.47,-0.07,NAO
300.0,-0.58,3.0,1.29,1.26,-0.06,NAO
150.0,-5.71,3.0,1.67,1.86,-0.07,SIM
350.0,-6.26,3.0,2.19,2.47,-0.0,NAO
200.0,-3.11,3.0,2.34,2.46,-0.02,NAO
150.0,2.62,3.0,2.76,2.63,0.04,NAO
150.0,-0.0,3.0,3.34,3.21,-0.13,NAO
400.0,-0.0,3.0,2.74,2.74,0.0,NAO
750.0,-6.69,3.0,2.3,1.98,-0.62,NAO
500.0,6.55,3.0,2.74,2.53,0.09,SIM
500.0,-5.73,3.0,2.13,2.37,-0.02,SIM
300.0,-7.75,0.5,3.69,3.97,-0.07,NAO
200.0,-7.98,3.0,4.5,4.85,-0.01,NAO
150.0,2.78,3.0,5.49,5.36,0.06,NAO
300.0,-5.33,3.0,5.23,5.43,-0.04,NAO
250.0,-5.73,3.0,4.76,5.0,-0.02,NAO
300.0,-5.8,0.5,4.45,-1.61,-0.04,NAO
300.0,-0.57,0.5,4.24,4.28,0.01,NAO
150.0,6.67,3.0,6.03,-0.53,0.03,SIM
150.0,-5.01,3.0,5.36,-0.79,-0.09,NAO
500.0,-0.15,3.0,3.15,3.16,0.0,SIM
300.0,0.01,3.0,3.16,3.14,-0.02,SIM
250.0,-2.44,3.0,3.06,3.15,-0.02,SIM
500.0,0.02,3.0,3.16,3.16,0.0,NAO
250.0,0.0,3.0,4.81,4.79,-0.02,NAO
250.0,-4.05,3.0,5.09,-1.04,-0.03,NAO
150.0,-5.5,3.0,3.71,3.9,-0.06,NAO
150.0,1.99,3.0,5.0,4.81,-0.06,NAO
200.0,1.55,3.0,2.05,2.02,0.04,SIM
150.0,3.71,0.5,1.56,1.41,0.1,NAO
250.0,8.0,3.0,2.13,1.77,0.0,NAO
200.0,3.31,3.0,2.36,2.12,-0.09,NAO
150.0,2.2,3.0,2.62,2.46,-0.01,SIM
50.0,4.56,3.0,0.45,1.37,1.22,NAO
250.0,7.22,3.0,0.98,0.94,0.29,NAO
200.0,0.05,0.5,1.04,1.16,0.12,NAO
150.0,-0.81,3.0,1.82,1.78,-0.08,NAO
150.0,-2.72,3.0,2.51,2.62,-0.07,NAO
100.0,-0.87,3.0,4.19,4.12,-0.13,SIM
450.0,-1.37,3.0,2.26,2.3,-0.02,SIM
350.0,0.91,3.0,1.96,1.97,0.05,NAO
700.0,7.79,3.0,2.64,2.35,0.06,NAO
600.0,-4.01,3.0,2.17,2.29,-0.06,SIM
350.0,4.43,3.0,1.72,1.63,0.11,NAO
450.0,5.05,3.0,1.92,1.69,-0.0,NAO
150.0,4.04,3.0,3.8,3.6,0.07,NAO
150.0,6.74,3.0,4.01,3.71,0.01,NAO
150.0,7.77,3.0,3.87,3.38,0.03,NAO
50.0,-7.21,3.0,3.1,3.59,0.01,SIM
50.0,0.0,3.0,5.24,5.17,-0.07,SIM
150.0,3.26,3.0,4.0,3.76,-0.09,NAO
100.0,-7.55,3.0,2.97,3.48,0.01,SIM
150.0,-0.71,0.5,2.34,2.29,-0.08,NAO
150.0,-5.92,0.5,1.28,1.77,0.1,NAO
100.0,4.93,3.0,1.53,1.37,0.17,NAO
200.0,2.65,3.0,1.9,1.7,-0.08,NAO
250.0,0.99,3.0,0.27,0.16,-0.07,NAO
250.0,-7.73,3.0,5.73,-0.26,-0.06,NAO
100.0,0.95,3.0,2.39,2.3,-0.03,NAO
150.0,-7.47,0.5,1.07,1.48,-0.09,NAO
100.0,-5.46,0.5,0.74,0.99,-0.11,SIM
100.0,7.72,0.5,2.08,1.92,0.35,NAO
150.0,7.78,3.0,1.5,1.16,0.01,NAO
200.0,-4.42,0.5,4.3,4.47,-0.03,NAO
150.0,5.6,3.0,1.4,1.01,-0.14,NAO
150.0,0.03,3.0,0.36,6.74,0.1,NAO
250.0,-7.05,3.0,0.11,6.72,0.01,SIM
400.0,-1.0,3.0,3.99,6.74,2.7,NAO
150.0,0.32,3.0,3.24,3.25,0.03,SIM
150.0,-7.81,3.0,3.06,3.36,-0.06,NAO
300.0,6.47,3.0,4.06,3.77,0.0,NAO
350.0,-0.0,3.0,3.68,3.68,0.0,NAO
500.0,-0.0,3.0,3.23,3.57,0.34,NAO
100.0,-2.34,3.0,0.98,1.16,0.02,SIM
150.0,-0.77,3.0,0.18,0.2,-0.03,SIM
150.0,7.14,3.0,0.54,0.23,0.01,SIM
150.0,1.52,3.0,0.14,6.35,0.03,NAO
300.0,-7.15,3.0,4.48,6.26,1.45,SIM
200.0,-1.2,3.0,4.87,-1.37,-0.01,SIM
250.0,1.9,3.0,1.0,0.94,0.03,NAO
150.0,7.89,3.0,1.66,1.17,0.04,SIM
200.0,-1.99,3.0,1.42,1.56,0.05,NAO
200.0,-6.1,3.0,0.5,0.72,-0.06,SIM
250.0,4.45,3.0,1.34,1.17,0.03,NAO
100.0,-6.83,3.0,3.22,3.69,0.01,SIM
100.0,-0.56,3.0,4.81,4.9,0.05,SIM
200.0,-1.35,3.0,4.46,4.5,-0.02,NAO
250.0,-6.32,3.0,4.94,5.18,-0.05,NAO
200.0,-2.57,3.0,4.62,4.69,-0.05,NAO
150.0,-2.03,3.0,0.65,0.65,-0.09,NAO
250.0,-4.42,3.0,5.83,-0.31,-0.06,NAO
300.0,1.0,0.5,4.57,4.57,0.05,NAO
600.0,-4.97,0.5,4.95,5.15,-0.03,NAO
600.0,0.61,0.5,5.25,5.22,-0.0,NAO
350.0,-3.84,0.5,4.54,4.8,0.09,NAO
450.0,-6.79,0.5,4.69,4.97,-0.03,NAO
650.0,2.47,3.0,0.05,-1.25,-1.19,NAO
150.0,0.64,0.5,0.21,0.18,-0.0,SIM
550.0,-4.34,0.5,5.11,5.26,-0.05,SIM
550.0,-3.38,0.5,5.08,-1.09,-0.04,NAO
250.0,-2.67,0.5,0.58,0.67,-0.03,NAO
150.0,-7.0,3.0,1.43,1.67,-0.08,NAO
100.0,-2.4,0.5,5.97,-0.11,0.04,NAO
250.0,0.14,0.5,0.34,0.31,-0.02,SIM
150.0,7.48,3.0,2.88,2.41,-0.13,NAO
150.0,5.76,3.0,2.9,2.55,-0.09,NAO
250.0,-1.63,3.0,1.49,1.67,0.11,NAO
150.0,4.29,3.0,2.23,2.08,0.05,NAO
450.0,-4.0,3.0,1.58,1.68,-0.08,NAO
350.0,-6.96,3.0,1.39,1.66,-0.05,NAO
600.0,-0.68,3.0,6.05,5.76,-0.32,NAO
350.0,0.0,3.0,0.16,6.45,0.01,NAO
550.0,-3.92,3.0,5.8,5.98,0.0,NAO
350.0,0.94,3.0,0.68,6.96,0.04,NAO
500.0,5.46,3.0,5.94,5.77,0.08,NAO
150.0,-1.14,3.0,1.55,1.65,0.05,NAO
200.0,-5.8,0.5,2.29,2.52,-0.03,NAO
100.0,6.62,3.0,2.85,2.45,0.04,NAO
150.0,-0.31,3.0,2.29,2.29,-0.01,NAO
200.0,3.83,3.0,2.52,2.27,-0.08,NAO
150.0,8.0,3.0,3.49,3.01,0.05,NAO
200.0,3.09,3.0,3.23,3.06,-0.03,NAO
200.0,-2.97,3.0,2.61,2.71,-0.03,NAO
150.0,-7.95,3.0,2.86,2.93,-0.46,NAO
150.0,5.13,0.5,5.69,-0.79,0.15,NAO
300.0,-5.47,3.0,4.65,5.0,0.1,NAO
250.0,0.51,3.0,5.28,5.3,0.04,NAO
150.0,0.17,3.0,5.35,5.35,0.01,NAO
200.0,2.78,3.0,1.53,1.46,0.06,NAO
300.0,3.48,3.0,1.99,1.84,0.01,NAO
50.0,-4.46,3.0,2.13,2.41,-0.02,SIM
100.0,0.44,3.0,3.37,3.35,0.01,SIM
300.0,-4.67,3.0,1.24,1.45,-0.0,SIM
200.0,-1.47,3.0,1.62,1.68,-0.01,SIM
50.0,0.13,3.0,2.01,1.92,-0.08,SIM
100.0,4.43,3.0,4.75,1.05,2.88,NAO
350.0,7.94,3.0,1.49,7.46,0.05,NAO
500.0,2.69,3.0,2.03,1.83,-0.08,NAO
100.0,1.21,3.0,4.68,4.58,-0.02,NAO
450.0,-3.94,3.0,1.54,1.8,0.08,NAO
500.0,7.86,3.0,2.11,1.8,0.05,NAO
200.0,-2.89,3.0,1.83,1.94,-0.02,SIM
400.0,0.23,3.0,5.45,-0.85,-0.01,NAO
350.0,0.39,3.0,5.25,5.22,-0.01,SIM
350.0,-7.44,3.0,6.24,7.96,1.38,NAO
400.0,1.96,3.0,1.76,1.74,0.07,SIM
100.0,1.24,3.0,5.35,-1.07,-0.05,NAO
100.0,4.33,0.5,5.28,-1.27,0.02,SIM
100.0,-0.52,3.0,1.61,-1.27,-2.91,NAO
100.0,-0.28,3.0,5.48,-0.68,0.1,SIM
50.0,3.61,3.0,0.03,1.01,1.22,NAO
100.0,0.09,3.0,0.66,0.61,-0.04,SIM
400.0,-6.61,0.5,1.08,1.33,-0.05,NAO
650.0,-2.94,3.0,1.0,1.09,-0.04,NAO
550.0,-7.63,3.0,0.73,1.08,0.0,NAO
500.0,7.29,3.0,1.4,1.12,0.05,NAO
650.0,0.98,3.0,1.19,1.1,-0.05,NAO
100.0,-1.62,3.0,4.79,4.91,0.01,SIM
100.0,-5.55,3.0,3.54,3.89,-0.02,SIM
450.0,-1.5,3.0,2.06,1.21,-0.92,NAO
50.0,0.0,3.0,6.03,-0.26,-0.01,NAO
250.0,-0.74,3.0,2.5,2.56,0.03,NAO
200.0,-0.0,3.0,1.89,2.64,0.75,NAO
750.0,3.78,3.0,1.88,1.61,-0.1,NAO
150.0,7.61,3.0,3.26,2.83,0.08,NAO
600.0,7.98,3.0,1.99,1.65,0.02,NAO
500.0,8.0,3.0,1.6,1.26,0.02,NAO
650.0,-7.85,3.0,2.28,1.49,-1.15,SIM
150.0,-7.24,3.0,1.58,2.01,-0.05,NAO
500.0,7.75,3.0,1.66,1.31,0.0,NAO
350.0,3.61,0.5,1.57,1.35,-0.06,NAO
750.0,1.93,3.0,1.23,1.2,0.06,NAO
600.0,7.77,3.0,1.62,1.27,0.0,NAO
650.0,-7.62,3.0,0.96,1.29,-0.02,NAO
800.0,-1.84,3.0,1.16,1.19,-0.05,NAO
700.0,5.94,3.0,2.15,1.8,-0.08,NAO
600.0,-4.0,3.0,1.55,7.96,-0.06,NAO
250.0,-4.8,3.0,4.1,4.23,-0.09,SIM
150.0,-2.23,3.0,4.0,4.08,-0.02,SIM
400.0,-4.71,0.5,1.22,1.34,-0.09,NAO
100.0,-7.3,3.0,4.75,-1.15,-0.1,SIM
100.0,0.14,3.0,4.71,4.73,0.03,NAO
250.0,-4.0,3.0,1.08,5.76,-1.79,NAO
150.0,-6.7,3.0,1.65,1.88,-0.07,SIM
150.0,-0.81,3.0,2.11,2.14,-0.01,SIM
250.0,4.74,3.0,2.5,2.31,0.03,SIM
350.0,6.01,3.0,2.46,2.24,0.05,SIM
100.0,3.93,3.0,0.1,-0.06,0.1,SIM
200.0,-3.02,3.0,5.48,5.69,0.07,NAO
250.0,-6.28,3.0,4.64,4.89,-0.04,NAO
150.0,1.05,3.0,5.08,-1.31,-0.04,NAO
100.0,-0.0,3.0,4.83,4.85,0.02,SIM
250.0,-0.34,3.0,4.67,4.67,-0.02,SIM
400.0,0.68,3.0,4.74,4.68,-0.03,NAO
400.0,0.0,3.0,4.67,4.67,0.0,NAO
300.0,2.56,3.0,4.71,4.65,0.06,NAO
150.0,2.59,3.0,4.38,4.28,0.07,SIM
200.0,6.85,3.0,4.98,4.71,0.04,NAO
200.0,-0.05,3.0,4.72,4.72,-0.0,NAO
200.0,-0.06,3.0,5.76,5.74,-0.02,NAO
200.0,-4.85,3.0,5.53,5.71,-0.04,NAO
50.0,0.0,3.0,3.7,3.7,0.0,SIM
100.0,3.47,3.0,5.81,5.59,0.01,NAO
50.0,0.87,3.0,3.93,3.89,0.02,SIM
50.0,0.0,3.0,3.7,3.7,0.0,SIM
150.0,3.53,3.0,3.28,3.36,0.24,NAO
200.0,-4.3,3.0,4.51,4.65,-0.06,NAO
350.0,7.82,0.5,4.87,4.5,-0.01,NAO
200.0,-0.26,3.0,4.68,4.65,-0.04,SIM
550.0,0.33,3.0,4.72,4.72,0.02,NAO
350.0,-0.04,3.0,4.74,4.72,-0.02,NAO
350.0,7.33,3.0,4.95,4.3,-0.32,NAO
650.0,-6.65,3.0,4.43,4.68,-0.05,NAO
100.0,-4.48,3.0,5.9,-0.16,-0.08,SIM
50.0,-0.0,3.0,2.11,1.6,-0.51,SIM
50.0,0.32,3.0,2.5,2.78,0.3,SIM
150.0,-0.14,3.0,1.39,2.45,1.05,NAO
100.0,-5.47,3.0,1.1,1.54,0.08,NAO
150.0,1.71,3.0,3.07,2.84,-0.15,SIM
300.0,-3.7,3.0,1.15,1.09,-0.23,NAO
250.0,-0.0,3.0,0.09,0.26,0.17,NAO
150.0,7.62,3.0,0.33,0.16,0.34,NAO
200.0,2.1,3.0,0.78,0.66,-0.02,NAO
250.0,3.89,3.0,5.77,-1.31,-0.62,NAO
250.0,-1.26,3.0,4.79,4.81,-0.04,NAO
100.0,-7.98,3.0,3.68,4.18,-0.03,NAO
150.0,2.34,3.0,5.07,-1.34,-0.02,SIM
150.0,1.42,0.5,0.49,0.35,-0.05,NAO
150.0,0.24,0.5,0.44,0.32,-0.1,NAO
150.0,0.3,0.5,0.73,0.66,-0.06,SIM
450.0,-7.3,3.0,5.55,-0.42,-0.02,NAO
450.0,-7.97,3.0,6.04,0.09,-0.03,NAO
500.0,-5.61,3.0,5.25,5.49,-0.01,SIM
550.0,-7.06,3.0,5.48,-0.49,-0.01,NAO
450.0,2.98,3.0,5.32,5.27,0.09,SIM
500.0,-1.42,3.0,5.36,5.5,0.08,NAO
100.0,3.49,3.0,5.93,6.19,0.49,SIM
150.0,3.11,3.0,5.55,5.45,0.04,NAO
50.0,-3.83,3.0,5.94,-0.26,-0.17,NAO
100.0,-3.3,3.0,4.37,4.67,0.08,SIM
350.0,-2.71,3.0,4.6,4.68,-0.04,NAO
450.0,4.32,3.0,4.75,4.6,0.05,NAO
200.0,0.87,3.0,4.25,4.13,-0.08,NAO
250.0,-4.55,3.0,4.33,4.64,0.1,SIM
850.0,-3.81,3.0,5.3,5.23,-0.24,NAO
700.0,-4.88,3.0,4.96,5.2,0.02,SIM
650.0,7.39,3.0,5.14,4.82,0.02,SIM
700.0,0.0,3.0,4.93,4.94,0.01,NAO
150.0,7.23,3.0,6.01,5.71,0.18,NAO
150.0,2.04,3.0,5.96,5.9,0.03,NAO
450.0,-3.95,3.0,5.04,5.2,-0.02,SIM
250.0,-5.27,3.0,4.91,5.17,0.02,NAO
150.0,5.25,3.0,0.34,-0.03,-0.13,NAO
100.0,-3.26,3.0,5.98,-0.08,0.01,NAO
150.0,-3.38,3.0,5.73,5.86,-0.02,NAO
150.0,-5.8,3.0,5.38,5.74,0.1,NAO
50.0,0.24,3.0,0.82,1.07,0.27,SIM
150.0,-0.98,3.0,0.2,0.21,-0.03,NAO
100.0,-1.81,3.0,0.56,0.76,0.08,NAO
450.0,1.68,3.0,5.01,0.59,1.94,SIM
500.0,5.46,3.0,0.38,0.53,0.4,NAO
50.0,-0.49,3.0,1.1,1.06,-0.07,SIM
50.0,0.0,3.0,0.75,0.72,-0.03,SIM
150.0,-3.26,3.0,0.71,0.82,-0.04,SIM
300.0,4.92,3.0,1.02,0.92,0.12,SIM
500.0,-0.44,3.0,0.93,0.93,-0.02,NAO
400.0,-0.1,3.0,0.76,0.78,0.02,NAO
100.0,-0.03,3.0,5.94,-0.34,0.0,SIM
200.0,-4.41,3.0,6.13,-0.01,-0.06,SIM
200.0,-2.52,3.0,0.64,0.71,-0.04,NAO
150.0,2.62,0.5,3.79,3.72,0.1,NAO
600.0,5.93,3.0,0.06,4.83,-1.24,NAO
150.0,0.0,0.5,3.68,3.68,0.0,SIM
250.0,-4.44,0.5,3.55,3.73,-0.02,NAO
250.0,-2.0,0.5,4.06,4.11,-0.04,NAO
200.0,1.63,0.5,4.6,4.49,-0.04,NAO
150.0,4.0,0.5,4.23,4.11,0.15,NAO
100.0,7.51,3.0,3.18,2.79,0.11,NAO
200.0,5.58,0.5,4.19,3.94,0.0,SIM
200.0,5.86,0.5,4.15,3.89,0.01,NAO
150.0,0.37,0.5,3.77,3.75,0.0,SIM
650.0,0.0,3.0,2.31,2.31,0.0,NAO
500.0,-7.5,3.0,1.9,2.25,0.01,NAO
450.0,2.64,3.0,2.37,2.29,0.04,NAO
250.0,5.95,3.0,2.68,2.41,0.0,NAO
500.0,1.29,3.0,2.56,2.44,-0.06,NAO
550.0,0.0,3.0,2.34,2.34,0.0,NAO
650.0,-5.05,3.0,2.27,2.46,-0.04,NAO
700.0,-5.56,3.0,2.09,2.34,-0.0,NAO
450.0,-7.58,3.0,5.73,-0.23,-0.02,NAO
